COD,Município,CV_BCG,CV_HEPatite_B,CV_HIB,CV_DPT,CV_POLIO,CV_Pneumo,CV_MncC,CV_SCR1,CV_SCR2,CV_VARICELA,CV_HEPatite_A
316320,316320 São José do Alegre,0.00,102.38,102.38,102.38,97.62,100.00,100.00,128.81,76.27,108.47,113.56
316330,316330 São José do Divino,58.82,123.53,123.53,123.53,123.53,129.41,126.47,142.42,145.45,142.42,133.33
316340,316340 São José do Goiabal,16.07,107.14,107.14,107.14,98.21,112.50,105.36,100.00,77.05,67.21,73.77
316350,316350 São José do Jacuri,61.29,111.29,111.29,111.29,104.84,103.23,108.06,146.67,173.33,177.78,180.00
316360,316360 São José do Mantimento,6.98,20.93,20.93,20.93,20.93,41.86,27.91,15.91,22.73,20.45,6.82
316370,316370 São Lourenço,96.89,89.00,89.21,89.63,87.34,93.36,91.70,97.37,68.42,92.71,88.46
316380,316380 São Miguel do Anta,55.71,104.29,104.29,104.29,88.57,88.57,82.86,103.57,92.86,103.57,105.36
316390,316390 São Pedro da União,97.78,122.22,120.00,122.22,102.22,115.56,104.44,124.53,101.89,100.00,98.11
316400,316400 São Pedro dos Ferros,34.43,136.07,136.07,136.07,114.75,159.02,119.67,98.85,85.06,88.51,85.06
316410,316410 São Pedro do Suaçuí,16.98,94.34,94.34,94.34,92.45,103.77,88.68,73.77,90.16,88.52,91.80
316420,316420 São Romão,20.59,84.31,84.31,84.31,84.31,96.08,83.33,111.70,106.38,109.57,109.57
316430,316430 São Roque de Minas,61.54,80.77,82.05,80.77,82.05,88.46,87.18,100.00,62.32,72.46,81.16
316440,316440 São Sebastião da Bela Vista,67.14,117.14,117.14,117.14,98.57,88.57,80.00,111.27,88.73,112.68,105.63
316443,316443 São Sebastião da Vargem Alegre,58.62,172.41,175.86,175.86,141.38,141.38,134.48,110.53,115.79,118.42,121.05
316447,316447 São Sebastião do Anta,117.98,117.98,117.98,119.10,108.99,112.36,101.12,120.00,97.65,117.65,111.76
316450,316450 São Sebastião do Maranhão,2.15,25.81,25.81,25.81,48.39,40.86,84.95,22.12,6.73,12.50,41.35
316460,316460 São Sebastião do Oeste,63.08,103.85,103.85,103.85,119.23,103.08,108.46,91.91,86.76,130.15,98.53
316470,316470 São Sebastião do Paraíso,97.37,84.00,84.00,84.34,92.00,96.23,97.26,88.01,88.64,82.65,86.33
316480,316480 São Sebastião do Rio Preto,0.00,41.67,41.67,41.67,41.67,16.67,50.00,55.56,22.22,22.22,22.22
316490,316490 São Sebastião do Rio Verde,68.75,112.50,112.50,112.50,112.50,125.00,118.75,104.17,100.00,112.50,108.33
316500,316500 São Tiago,85.61,90.65,90.65,91.37,82.01,94.96,93.53,91.38,85.34,105.17,93.97
316510,316510 São Tomás de Aquino,102.27,113.64,113.64,113.64,110.23,115.91,106.82,119.05,117.86,116.67,115.48
316520,316520 São Thomé das Letras,94.83,155.17,156.90,155.17,153.45,150.00,127.59,117.58,23.08,90.11,90.11
316530,316530 São Vicente de Minas,112.82,110.26,110.26,110.26,105.13,89.74,94.87,112.99,103.90,114.29,115.58
316540,316540 Sapucaí-Mirim,0.00,115.79,117.11,117.11,119.74,125.00,126.32,138.36,135.62,149.32,149.32
316550,316550 Sardoá,50.00,191.67,191.67,191.67,173.61,168.06,155.56,140.51,126.58,141.77,144.30
316553,316553 Sarzedo,35.81,112.24,113.73,114.10,108.16,109.28,107.24,107.02,107.99,107.99,107.21
316555,316555 Setubinha,67.31,113.46,114.74,114.74,112.18,115.38,108.97,114.38,108.90,108.90,106.85
316556,316556 Sem-Peixe,21.05,110.53,110.53,110.53,94.74,89.47,94.74,84.21,21.05,36.84,42.11
316557,316557 Senador Amaral,102.50,82.50,80.83,82.50,124.17,120.00,127.50,145.37,102.78,154.63,148.15
316560,316560 Senador Cortes,3.70,100.00,100.00,100.00,96.30,103.70,96.30,129.17,87.50,112.50,112.50
316570,316570 Senador Firmino,59.46,139.19,139.19,139.19,122.97,110.81,106.76,120.00,122.35,127.06,122.35
316580,316580 Senador José Bento,0.00,86.67,86.67,86.67,73.33,106.67,86.67,110.00,70.00,120.00,120.00
316590,316590 Senador Modestino Gonçalves,22.58,38.71,38.71,38.71,35.48,41.94,22.58,17.50,17.50,30.00,12.50
316600,316600 Senhora de Oliveira,124.49,126.53,124.49,128.57,142.86,128.57,126.53,114.04,108.77,105.26,110.53
316610,316610 Senhora do Porto,41.18,90.20,90.20,90.20,92.16,96.08,88.24,106.98,60.47,88.37,95.35
316620,316620 Senhora dos Remédios,59.60,108.08,106.06,109.09,84.85,98.99,88.89,120.43,44.09,117.20,110.75
316630,316630 Sericita,9.68,59.14,58.06,60.22,109.68,102.15,116.13,109.26,69.44,87.96,89.81
316640,316640 Seritinga,146.67,200.00,200.00,200.00,186.67,140.00,133.33,124.00,144.00,152.00,148.00
316650,316650 Serra Azul de Minas,11.11,20.00,20.00,20.00,37.78,28.89,46.67,37.50,0.00,21.43,16.07
316660,316660 Serra da Saudade,0.00,250.00,250.00,250.00,250.00,150.00,350.00,66.67,50.00,66.67,50.00
316670,316670 Serra dos Aimorés,77.53,67.42,67.42,67.42,58.43,60.67,70.79,74.47,47.87,53.19,69.15
316680,316680 Serra do Salitre,41.15,98.44,98.44,98.44,99.48,99.48,99.48,114.20,103.41,117.05,119.89
316690,316690 Serrania,104.63,88.89,88.89,88.89,90.74,95.37,99.07,119.28,121.69,126.51,125.30
316695,316695 Serranópolis de Minas,0.00,111.90,111.90,111.90,80.95,97.62,76.19,110.42,54.17,81.25,89.58
316700,316700 Serranos,66.67,80.00,80.00,80.00,80.00,86.67,86.67,115.00,105.00,110.00,110.00
316710,316710 Serro,64.10,77.66,77.66,77.66,75.09,79.12,80.22,68.75,74.22,73.05,71.88
316720,316720 Sete Lagoas,66.83,86.35,86.32,86.43,77.73,81.64,79.47,78.52,72.08,73.90,77.88
316730,316730 Silveirânia,58.62,103.45,103.45,103.45,100.00,127.59,110.34,110.00,60.00,125.00,110.00
316740,316740 Silvianópolis,53.49,139.53,139.53,139.53,123.26,100.00,100.00,92.19,89.06,95.31,101.56
316750,316750 Simão Pereira,0.00,144.00,144.00,144.00,128.00,132.00,128.00,96.67,53.33,86.67,93.33
316760,316760 Simonésia,3.85,67.16,67.16,67.16,82.84,85.80,88.17,82.73,50.42,85.79,80.22
316770,316770 Sobrália,31.58,178.95,178.95,178.95,163.16,147.37,144.74,114.81,109.26,107.41,109.26
316780,316780 Soledade de Minas,38.60,70.18,70.18,70.18,75.44,89.47,78.95,89.09,34.55,96.36,81.82
316790,316790 Tabuleiro,0.00,107.14,107.14,107.14,102.38,116.67,109.52,116.67,95.24,104.76,104.76
316800,316800 Taiobeiras,113.89,54.17,54.17,54.37,51.59,49.40,45.04,54.95,41.22,36.71,49.10
316805,316805 Taparuba,65.00,117.50,117.50,117.50,117.50,97.50,100.00,102.70,91.89,89.19,97.30
316810,316810 Tapira,81.40,118.60,118.60,118.60,148.84,151.16,151.16,96.77,93.55,91.94,95.16
316820,316820 Tapiraí,33.33,40.00,40.00,40.00,93.33,73.33,46.67,100.00,33.33,120.00,120.00
316830,316830 Taquaraçu de Minas,9.52,66.67,66.67,66.67,54.76,73.81,66.67,39.58,52.08,43.75,56.25
316840,316840 Tarumirim,16.23,64.29,64.29,64.29,63.64,68.18,68.18,80.53,10.62,66.37,68.14
316850,316850 Teixeiras,95.80,111.76,111.76,111.76,102.52,97.48,94.96,125.66,38.94,124.78,126.55
316860,316860 Teófilo Otoni,167.98,79.51,79.56,79.67,78.85,85.85,77.43,77.60,53.53,79.59,75.01
316870,316870 Timóteo,81.88,83.67,83.78,83.89,80.43,84.45,82.55,74.06,77.93,77.72,81.80
316880,316880 Tiradentes,21.11,94.44,94.44,94.44,101.11,104.44,83.33,91.95,80.46,90.80,93.10
316890,316890 Tiros,95.35,112.79,113.95,113.95,111.63,117.44,118.60,123.53,11.76,103.53,101.18
316900,316900 Tocantins,102.58,89.18,85.05,91.75,101.03,106.70,106.70,94.59,81.62,85.41,91.35
316905,316905 Tocos do Moji,37.50,128.13,128.13,128.13,118.75,131.25,125.00,123.68,102.63,118.42,121.05
316910,316910 Toledo,87.50,131.82,130.68,130.68,140.91,145.45,138.64,134.44,104.44,124.44,121.11
316920,316920 Tombos,60.00,91.43,91.43,91.43,90.00,78.57,78.57,85.37,78.05,85.37,90.24
316930,316930 Três Corações,70.56,83.22,83.12,83.12,79.59,81.06,81.35,86.33,72.26,85.33,86.83
316935,316935 Três Marias,97.90,86.35,86.35,86.61,87.93,92.39,93.96,89.66,70.03,85.15,86.47
316940,316940 Três Pontas,120.17,95.97,96.11,96.24,84.42,89.01,85.81,95.45,88.71,93.55,94.72
316950,316950 Tumiritinga,5.75,98.85,98.85,98.85,103.45,110.34,98.85,117.33,4.00,93.33,90.67
316960,316960 Tupaciguara,14.78,118.23,118.72,118.72,117.24,125.12,126.60,123.17,38.62,111.79,113.01
316970,316970 Turmalina,125.20,114.00,114.00,115.20,106.00,107.60,104.80,115.32,101.21,116.94,120.16
316980,316980 Turvolândia,15.00,72.50,72.50,72.50,85.00,78.75,87.50,123.81,74.60,128.57,123.81
316990,316990 Ubá,97.54,93.77,93.46,93.77,96.23,98.46,96.54,95.50,48.54,83.80,85.30
317000,317000 Ubaí,0.00,57.98,57.98,57.98,59.66,50.42,54.62,47.37,48.87,48.12,50.38
317005,317005 Ubaporanga,107.53,93.84,93.84,93.84,89.73,98.63,86.99,92.05,97.35,98.01,98.01
317010,317010 Uberaba,93.52,88.01,87.62,87.98,86.20,95.18,90.39,89.65,77.05,81.77,87.54
317020,317020 Uberlândia,81.66,102.83,103.81,104.12,96.16,96.69,95.20,92.69,89.63,90.77,99.71
317030,317030 Umburatiba,39.39,84.85,84.85,84.85,84.85,69.70,81.82,97.44,7.69,84.62,74.36
317040,317040 Unaí,87.55,88.06,88.31,88.73,91.42,96.38,92.68,89.60,71.05,90.02,91.60
317043,317043 União de Minas,100.00,136.67,143.33,143.33,143.33,120.00,133.33,105.00,115.00,117.50,112.50
317047,317047 Uruana de Minas,12.90,148.39,148.39,148.39,145.16,112.90,129.03,179.17,91.67,87.50,120.83
317050,317050 Urucânia,14.57,73.51,73.51,73.51,83.44,90.07,82.12,92.03,87.68,86.23,89.86
317052,317052 Urucuia,135.87,169.57,169.57,169.57,160.87,150.00,150.00,137.38,146.73,157.94,149.53
317057,317057 Vargem Alegre,30.56,98.61,98.61,98.61,98.61,86.11,106.94,104.41,105.88,141.18,102.94
317060,317060 Vargem Bonita,117.39,104.35,104.35,104.35,104.35,104.35,100.00,131.82,150.00,168.18,150.00
317065,317065 Vargem Grande do Rio Pardo,14.75,126.23,126.23,126.23,88.52,81.97,91.80,83.10,69.01,105.63,105.63
317070,317070 Varginha,113.93,104.76,105.79,105.62,101.09,104.24,100.29,100.11,68.63,90.59,98.77
317075,317075 Varjão de Minas,76.34,137.63,139.78,139.78,130.11,127.96,116.13,89.83,98.31,101.69,100.85
317080,317080 Várzea da Palma,5.78,89.78,89.56,89.56,89.78,95.11,97.11,98.81,84.80,96.67,95.25
317090,317090 Varzelândia,13.01,112.60,112.60,112.60,117.48,119.11,116.67,116.54,74.62,117.69,125.77
317100,317100 Vazante,65.56,95.85,95.85,95.85,93.78,97.10,93.36,97.14,76.33,100.82,86.12
317103,317103 Verdelândia,6.98,92.25,91.47,91.47,93.80,100.00,94.57,94.78,70.43,88.70,85.22
317107,317107 Veredinha,12.96,111.11,111.11,111.11,96.30,111.11,92.59,129.82,105.26,119.30,112.28
317110,317110 Veríssimo,93.55,109.68,109.68,109.68,93.55,80.65,87.10,211.11,38.89,194.44,205.56
317115,317115 Vermelho Novo,75.93,116.67,118.52,116.67,112.96,114.81,116.67,134.55,20.00,90.91,101.82
317120,317120 Vespasiano,25.72,68.47,68.36,68.58,66.33,68.30,67.51,65.05,58.18,59.41,63.71
317130,317130 Viçosa,70.93,64.31,64.31,64.76,61.05,60.16,59.82,58.94,48.59,55.22,56.93
317140,317140 Vieiras,0.00,130.30,130.30,130.30,112.12,93.94,124.24,127.03,0.00,110.81,94.59
317150,317150 Mathias Lobato,3.85,130.77,130.77,130.77,130.77,126.92,126.92,91.67,88.89,94.44,102.78
317160,317160 Virgem da Lapa,41.44,101.80,101.80,101.80,104.50,108.11,111.71,100.81,93.50,132.52,104.07
317170,317170 Virgínia,111.22,83.67,86.73,89.80,87.76,81.63,79.59,114.29,121.98,123.08,120.88
317180,317180 Virginópolis,104.41,96.32,94.85,96.32,93.38,94.12,96.32,88.97,76.47,88.24,93.38
317190,317190 Virgolândia,30.61,100.00,100.00,100.00,106.12,122.45,106.12,120.93,118.60,120.93,109.30
317200,317200 Visconde do Rio Branco,63.57,104.17,104.17,104.55,99.24,104.55,105.69,104.57,87.62,95.43,97.52
317210,317210 Volta Grande,94.44,124.07,124.07,124.07,109.26,101.85,90.74,106.67,125.00,118.33,121.67
317220,317220 Wenceslau Braz,0.00,89.47,89.47,89.47,89.47,105.26,94.74,89.47,57.89,110.53,100.00
320010,320010 Afonso Cláudio,52.78,67.42,67.42,67.42,64.39,68.43,62.63,81.38,58.24,64.63,71.81
320013,320013 Águia Branca,37.21,68.22,68.22,68.22,49.61,51.16,48.06,64.29,42.06,49.21,53.17
320016,320016 Água Doce do Norte,53.55,101.64,101.64,101.64,92.35,96.17,97.27,104.76,80.42,95.77,95.24
320020,320020 Alegre,101.87,111.47,112.00,112.53,101.60,101.87,98.93,105.77,87.14,96.33,95.80
320030,320030 Alfredo Chaves,94.44,133.33,133.33,133.33,123.81,126.19,120.63,116.56,115.89,121.19,125.83
320035,320035 Alto Rio Novo,54.44,131.11,131.11,131.11,101.11,103.33,96.67,102.00,93.00,93.00,90.00
320040,320040 Anchieta,89.23,88.52,88.28,88.52,83.73,97.85,90.19,94.94,85.82,87.09,92.66
320050,320050 Apiacá,87.84,79.73,79.73,79.73,95.95,98.65,86.49,104.76,87.30,88.89,92.06
320060,320060 Aracruz,77.56,80.25,80.32,80.32,81.97,86.37,85.07,74.62,65.62,69.75,77.88
320070,320070 Atilio Vivacqua,48.03,105.26,105.26,105.26,83.55,83.55,90.79,104.08,97.28,117.01,110.20
320080,320080 Baixo Guandu,71.79,124.36,124.36,124.36,112.56,123.08,116.41,135.95,95.44,111.14,113.92
320090,320090 Barra de São Francisco,94.19,71.74,71.74,72.06,66.25,71.59,66.41,69.10,63.23,61.65,65.77
320100,320100 Boa Esperança,52.58,106.10,105.63,105.63,78.87,81.22,83.57,102.21,67.40,87.85,90.06
320110,320110 Bom Jesus do Norte,166.67,150.67,150.67,150.67,172.00,164.00,173.33,171.26,164.37,171.26,143.68
320115,320115 Brejetuba,76.44,125.00,125.48,125.48,105.77,106.73,101.44,104.62,92.86,95.80,97.48
320120,320120 Cachoeiro de Itapemirim,94.82,95.02,95.06,95.14,84.38,85.65,85.09,94.06,68.04,84.30,87.80
320130,320130 Cariacica,55.49,85.06,85.04,85.06,82.11,89.03,85.45,91.10,55.27,75.06,80.13
320140,320140 Castelo,110.29,98.88,99.11,99.11,89.04,89.49,90.38,103.71,95.36,99.30,101.39
320150,320150 Colatina,37.58,22.46,22.46,22.46,21.20,23.71,24.97,21.64,25.35,23.24,22.98
320160,320160 Conceição da Barra,11.75,65.47,65.47,66.67,58.99,65.23,58.51,65.26,51.86,28.54,65.01
320170,320170 Conceição do Castelo,48.30,119.89,119.89,119.89,95.45,102.27,107.39,111.30,91.53,88.70,94.92
320180,320180 Divino de São Lourenço,96.88,114.06,114.06,115.63,106.25,114.06,104.69,120.69,70.69,84.48,75.86
320190,320190 Domingos Martins,80.68,110.62,110.83,111.04,100.64,102.55,107.43,107.75,85.09,99.01,100.20
320200,320200 Dores do Rio Preto,134.62,97.44,98.72,98.72,137.18,138.46,137.18,113.41,119.51,114.63,125.61
320210,320210 Ecoporanga,58.22,92.11,94.08,94.41,85.20,95.72,94.74,103.56,93.24,100.36,100.36
320220,320220 Fundão,22.81,50.95,50.95,51.33,37.26,41.83,41.06,47.17,39.25,41.89,41.89
320225,320225 Governador Lindenberg,52.99,108.96,108.96,108.96,94.78,100.75,99.25,117.69,72.31,99.23,103.08
320230,320230 Guaçuí,104.21,92.76,92.76,93.46,89.02,95.79,85.98,85.37,79.51,81.22,79.51
320240,320240 Guarapari,80.82,63.60,63.94,63.94,63.10,67.67,67.78,70.52,57.50,65.95,68.60
320245,320245 Ibatiba,94.37,114.83,115.35,116.11,107.16,115.60,112.28,105.37,99.74,100.51,103.32
320250,320250 Ibiraçu,56.52,116.77,117.39,117.39,101.86,104.35,105.59,86.56,84.41,84.41,81.72
320255,320255 Ibitirama,57.64,59.72,59.72,59.72,52.78,59.72,56.94,56.62,38.97,50.74,51.47
320260,320260 Iconha,96.27,105.97,105.22,106.72,100.75,100.75,104.48,104.44,97.04,99.26,98.52
320265,320265 Irupi,29.26,17.02,17.02,17.02,34.57,34.57,39.89,38.07,29.82,27.98,30.73
320270,320270 Itaguaçu,81.58,113.16,113.82,113.82,101.97,105.92,101.97,120.29,105.80,107.97,108.70
320280,320280 Itapemirim,86.65,83.94,83.62,83.62,80.92,87.28,81.88,81.63,70.73,70.73,77.89
320290,320290 Itarana,67.26,87.61,87.61,87.61,76.11,90.27,89.38,94.64,98.21,96.43,101.79
320300,320300 Iúna,56.80,110.88,110.88,111.18,100.30,97.28,98.19,84.62,79.58,88.59,87.53
320305,320305 Jaguaré,75.39,84.96,85.16,85.35,86.91,92.77,89.06,103.40,88.72,74.04,99.36
320310,320310 Jerônimo Monteiro,109.02,146.72,145.90,146.72,118.03,112.30,106.56,147.55,81.82,113.29,111.89
320313,320313 João Neiva,56.38,92.02,92.02,92.55,86.17,90.43,88.83,88.17,86.39,85.80,98.22
320316,320316 Laranja da Terra,84.62,125.00,125.00,125.00,96.15,93.27,91.35,96.55,95.69,98.28,97.41
320320,320320 Linhares,114.61,83.13,83.16,83.32,73.58,78.88,74.82,77.84,66.24,70.49,76.03
320330,320330 Mantenópolis,70.72,98.90,98.90,99.45,94.48,96.13,92.27,102.45,95.09,95.71,98.77
320332,320332 Marataízes,93.03,82.31,82.31,82.48,80.78,89.97,86.73,93.13,68.66,80.99,85.39
320334,320334 Marechal Floriano,84.16,128.71,130.69,130.20,112.87,114.85,109.41,104.91,91.96,104.46,103.57
320335,320335 Marilândia,73.20,149.67,149.67,149.67,122.22,137.91,132.03,126.19,109.52,117.26,120.24
320340,320340 Mimoso do Sul,122.92,128.82,128.82,129.51,105.56,107.64,97.22,110.51,107.61,103.62,104.35
320350,320350 Montanha,47.12,108.99,109.71,109.71,97.84,109.71,112.95,109.47,92.42,103.41,103.79
320360,320360 Mucurici,3.95,89.47,89.47,89.47,89.47,84.21,88.16,90.14,74.65,76.06,80.28
320370,320370 Muniz Freire,75.83,134.58,135.42,135.42,112.92,109.58,107.92,109.16,91.60,101.91,104.96
320380,320380 Muqui,95.77,126.06,126.06,126.76,111.27,98.59,90.85,113.86,93.98,96.99,98.19
320390,320390 Nova Venécia,84.99,96.77,97.05,97.48,89.34,92.43,93.83,92.75,88.56,78.94,91.91
320400,320400 Pancas,69.64,125.00,125.00,125.00,97.32,106.25,104.02,98.31,102.11,107.59,97.47
320405,320405 Pedro Canário,28.85,95.74,95.74,96.39,87.54,81.64,84.59,66.67,62.40,68.53,66.67
320410,320410 Pinheiros,30.11,108.56,108.56,108.84,104.42,119.34,116.57,97.84,83.51,85.41,94.86
320420,320420 Piúma,53.24,51.18,51.18,51.18,50.59,54.41,52.06,59.70,42.69,48.66,54.03
320425,320425 Ponto Belo,48.78,103.66,103.66,106.10,92.68,114.63,104.88,125.97,107.79,111.69,114.29
320430,320430 Presidente Kennedy,96.31,111.52,111.52,111.52,104.15,106.91,100.00,114.22,112.39,117.43,121.10
320435,320435 Rio Bananal,23.74,96.04,96.76,96.76,106.83,112.59,116.55,120.21,89.04,102.05,105.14
320440,320440 Rio Novo do Sul,73.08,89.23,89.23,90.00,66.92,80.00,80.00,70.70,53.50,55.41,57.96
320450,320450 Santa Leopoldina,0.00,4.84,4.84,4.84,7.26,5.65,21.77,13.51,6.31,13.51,6.31
320455,320455 Santa Maria de Jetibá,109.72,97.49,98.12,98.75,94.98,93.42,99.53,93.09,71.76,82.35,66.91
320460,320460 Santa Teresa,144.74,126.32,126.64,126.97,115.46,126.64,114.14,126.87,115.99,117.69,121.43
320465,320465 São Domingos do Norte,43.69,120.39,120.39,120.39,99.03,97.09,91.26,97.27,91.82,93.64,105.45
320470,320470 São Gabriel da Palha,44.68,78.09,78.09,78.09,67.45,68.09,68.51,75.25,79.17,70.83,77.70
320480,320480 São José do Calçado,113.68,124.79,124.79,124.79,122.22,130.77,138.46,111.90,82.54,96.03,77.78
320490,320490 São Mateus,110.22,91.03,91.13,91.24,84.51,86.85,85.39,91.25,72.30,81.55,84.67
320495,320495 São Roque do Canaã,59.26,133.33,134.26,134.26,103.70,113.89,112.96,134.91,120.75,128.30,124.53
320500,320500 Serra,88.40,103.01,102.95,102.95,94.36,99.27,97.93,99.17,81.16,85.99,97.37
320501,320501 Sooretama,8.44,45.11,45.11,45.11,38.89,47.56,45.56,44.14,32.41,37.01,30.57
320503,320503 Vargem Alta,92.31,117.81,117.00,117.00,101.21,109.31,104.05,115.94,101.81,102.90,109.42
320506,320506 Venda Nova do Imigrante,104.22,109.34,111.14,111.14,99.10,102.41,107.53,102.80,94.12,97.48,98.32
320510,320510 Viana,46.01,82.22,82.22,82.22,94.39,109.13,106.08,108.10,86.82,88.61,102.92
320515,320515 Vila Pavão,10.68,131.07,130.10,131.07,118.45,114.56,119.42,131.58,126.32,129.47,124.21
320517,320517 Vila Valério,32.16,75.33,75.33,75.33,88.11,94.27,93.39,98.25,81.14,81.58,84.21
320520,320520 Vila Velha,71.72,88.56,88.51,88.55,83.70,88.10,85.44,88.40,68.30,77.23,86.84
320530,320530 Vitória,141.26,108.51,109.73,110.79,103.02,107.24,105.03,81.34,83.31,83.83,108.06
330010,330010 Angra dos Reis,89.97,54.97,54.37,55.40,51.60,56.94,52.28,54.04,42.72,45.44,46.05
330015,330015 Aperibé,112.12,137.37,137.37,137.37,125.25,127.27,121.21,96.32,91.91,92.65,93.38
330020,330020 Araruama,55.01,34.13,34.01,34.43,43.91,54.59,52.37,56.51,36.14,39.91,51.16
330022,330022 Areal,117.88,99.34,99.34,100.00,119.21,103.97,115.89,106.67,109.33,108.00,115.33
330023,330023 Armação dos Búzios,83.62,40.09,40.09,40.25,50.39,63.03,55.85,60.61,26.12,47.21,46.65
330025,330025 Arraial do Cabo,59.44,42.19,42.19,42.42,56.88,66.67,70.40,53.02,38.48,42.95,53.69
330030,330030 Barra do Piraí,80.27,71.84,71.84,73.07,72.46,77.39,77.70,75.17,39.14,52.19,50.44
330040,330040 Barra Mansa,95.54,99.52,99.62,99.76,90.83,91.03,88.05,96.51,79.73,92.66,85.87
330045,330045 Belford Roxo,15.79,10.04,10.01,10.03,11.04,15.14,11.62,15.43,11.01,10.90,11.94
330050,330050 Bom Jardim,27.42,75.81,75.81,75.81,73.87,68.39,67.10,67.16,41.35,71.85,58.06
330060,330060 Bom Jesus do Itabapoana,29.57,20.00,20.00,20.43,25.74,30.43,33.40,28.49,27.13,28.88,27.52
330070,330070 Cabo Frio,72.01,52.03,51.91,51.95,63.63,71.21,66.50,63.58,45.00,49.98,55.88
330080,330080 Cachoeiras de Macacu,109.51,85.30,85.30,85.30,77.52,95.68,88.47,80.03,52.27,79.04,82.15
330090,330090 Cambuci,82.30,110.62,110.62,110.62,96.46,106.19,98.23,94.87,42.31,57.05,66.67
330093,330093 Carapebus,15.33,66.00,66.00,66.00,59.33,77.33,64.67,86.52,75.18,72.34,92.20
330095,330095 Comendador Levy Gasparian,102.02,110.10,110.10,114.14,124.24,137.37,131.31,76.99,122.12,46.02,107.96
330100,330100 Campos dos Goytacazes,53.93,48.93,48.66,49.16,51.99,61.24,54.72,55.42,37.06,47.27,50.20
330110,330110 Cantagalo,38.91,70.59,70.59,70.59,70.59,65.61,74.21,65.37,30.73,66.83,58.05
330115,330115 Cardoso Moreira,96.72,132.79,132.79,132.79,122.95,134.43,107.38,155.00,106.67,172.50,150.00
330120,330120 Carmo,94.34,87.26,87.26,88.68,83.49,84.43,84.43,95.57,27.09,100.49,87.19
330130,330130 Casimiro de Abreu,52.98,62.16,62.00,62.00,70.85,78.26,75.68,75.00,58.10,75.69,69.48
330140,330140 Conceição de Macabu,40.15,67.18,67.18,67.57,66.41,77.99,76.83,79.51,61.89,75.41,77.87
330150,330150 Cordeiro,96.34,84.55,84.96,85.37,81.30,90.24,85.37,82.91,41.88,82.91,76.50
330160,330160 Duas Barras,56.94,83.33,83.33,83.33,61.81,59.72,74.31,124.09,24.82,80.29,69.34
330170,330170 Duque de Caxias,36.63,25.93,25.35,25.76,28.22,31.97,30.15,35.31,23.37,23.03,25.17
330180,330180 Engenheiro Paulo de Frontin,100.77,109.23,109.23,109.23,94.62,101.54,83.85,94.93,73.91,81.88,66.67
330185,330185 Guapimirim,70.96,79.85,80.00,80.15,77.48,94.37,78.07,76.97,63.41,72.45,71.72
330187,330187 Iguaba Grande,76.76,71.76,71.47,74.12,83.82,91.76,87.65,85.47,53.35,79.61,73.18
330190,330190 Itaboraí,71.77,75.98,75.95,76.44,72.68,78.16,82.59,73.95,47.75,56.74,62.69
330200,330200 Itaguaí,87.23,62.65,61.81,62.83,75.54,89.08,83.53,90.66,73.91,81.79,75.36
330205,330205 Italva,51.41,84.75,84.75,84.75,83.62,90.40,83.62,107.69,63.31,81.07,84.02
330210,330210 Itaocara,43.23,59.77,59.02,59.40,57.14,62.41,60.53,76.45,41.67,67.03,65.22
330220,330220 Itaperuna,100.75,86.90,87.46,88.60,90.10,91.71,86.99,78.40,69.11,70.58,62.18
330225,330225 Itatiaia,58.45,42.11,42.11,42.11,41.83,53.19,51.80,64.21,32.11,43.68,31.84
330227,330227 Japeri,11.43,16.77,16.69,16.69,17.07,17.84,15.70,33.65,15.99,12.19,17.26
330230,330230 Laje do Muriaé,44.68,55.32,55.32,55.32,41.49,58.51,59.57,26.09,71.01,53.62,57.97
330240,330240 Macaé,11.18,6.13,6.13,6.13,5.93,6.21,6.63,6.89,4.17,4.67,5.38
330245,330245 Macuco,68.69,71.72,71.72,73.74,61.62,73.74,72.73,59.82,52.68,56.25,60.71
330250,330250 Magé,86.06,64.79,64.56,65.00,77.72,86.47,80.59,85.98,43.63,72.89,73.68
330260,330260 Mangaratiba,93.17,90.97,90.53,90.53,97.58,118.06,107.49,100.57,56.11,62.60,63.55
330270,330270 Maricá,65.74,3.32,2.97,3.32,7.19,8.48,7.64,25.46,10.51,9.32,7.82
330280,330280 Mendes,95.14,97.30,97.30,97.30,88.65,108.65,97.30,92.89,63.45,81.73,79.70
330285,330285 Mesquita,93.03,87.76,87.40,87.95,102.84,109.44,102.93,106.95,82.76,88.02,91.89
330290,330290 Miguel Pereira,111.05,75.35,74.22,91.78,88.10,113.88,98.58,101.76,88.27,98.24,103.52
330300,330300 Miracema,50.44,55.43,55.43,55.43,56.60,71.26,61.00,59.84,16.27,61.42,54.07
330310,330310 Natividade,105.41,102.70,102.70,105.41,102.16,105.41,102.70,93.57,81.87,85.96,86.55
330320,330320 Nilópolis,14.76,17.37,17.37,17.37,13.68,13.68,14.63,18.29,6.33,9.61,12.78
330330,330330 Niterói,22.16,23.39,23.37,23.42,24.58,24.91,24.56,14.23,6.99,5.95,6.22
330340,330340 Nova Friburgo,87.18,68.80,68.31,69.33,70.10,79.29,74.60,80.87,50.07,70.09,61.65
330350,330350 Nova Iguaçu,46.48,21.41,21.36,21.48,25.60,29.78,29.50,27.48,20.06,19.75,21.42
